cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
Ugzbtz7od6P_lSu5IRB4AaABAg,Juni 2026 masih nonton,5 days ago,@ameliaplants6572,UCxmqfYVLow534KwZNTPb33w,0,,https://yt3.ggpht.com/ohgsRDiSyW45BcSDGU_3ZTvK88ubPgi6uigbXj6amZi0UwfspDDdClCXb_F3doeVpw1Mvy_V=s88-c-k-c0x00ffffff-no-rj,False,False,1781246176.4817
UgzxmrExEU2nIOsnHJ54AaABAg,taii persebaya asumsimu bosok,5 days ago,@RahayuprawulandariPrawulandari,UCjnrAaiCio67X6mhq-1i97A,0,,https://yt3.ggpht.com/ytc/AIdro_nhoOi8Lhcr7w0l0Ur6N0ern1n6gqe49p8sDZDsXjKezsAllwS3frRAi1p45L_qVDrCfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1781246176.48331
UgwicM-F1isN5TluQVt4AaABAg,"videomu hanya memperkeruh keadaan, kau berasumsi sendiri seolah2 kalian korban dan aremania pelaku",5 days ago,@RahayuprawulandariPrawulandari,UCjnrAaiCio67X6mhq-1i97A,0,1,https://yt3.ggpht.com/ytc/AIdro_nhoOi8Lhcr7w0l0Ur6N0ern1n6gqe49p8sDZDsXjKezsAllwS3frRAi1p45L_qVDrCfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1781246176.48481
UgyfgAvZxNMB0e-UhZ54AaABAg,1:16:48 sok keras banget,5 days ago,@jihadhamasdawenan,UCrI178X3t44RY-Ugp6lkzNg,0,,https://yt3.ggpht.com/9BgUtlD6XOQLmWfjsVdzV6TULjKq6O0ks21Sk6B5YbHewPLmgIoTOnRdaSBye9QzwsqlIINuOw=s88-c-k-c0x00ffffff-no-rj,False,False,1781246176.486273
UgxvfQIEMNmJPNkxKCV4AaABAg,01:12:08,5 days ago,@jihadhamasdawenan,UCrI178X3t44RY-Ugp6lkzNg,0,,https://yt3.ggpht.com/9BgUtlD6XOQLmWfjsVdzV6TULjKq6O0ks21Sk6B5YbHewPLmgIoTOnRdaSBye9QzwsqlIINuOw=s88-c-k-c0x00ffffff-no-rj,False,False,1781246176.487738
UgzjMXNTsHdY7Pc4AYd4AaABAg,"udah 3 tahun aja, ga kerasa ya waktu",6 days ago,@AnchorSportPhoto,UCtVlxUUjZG6mmUHOwSaROKw,0,,https://yt3.ggpht.com/4UB1hERrO74txaSANPmQ_pnzEPPY_UxLaiLAlfeOCe3Ts_T4rJxgYmZzTl2Bw8sNc8ltgFXuHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781159776.48917
Ugy_bdABUKxiiWXEBmV4AaABAg,Polisi baracuda masukanya mana knapa tidak mengambil tindakan sekalian,7 days ago,@WindaSari-m6r,UCOOgz-Y8gcwvFk4r0gNZiWg,0,,https://yt3.ggpht.com/ytc/AIdro_kNJc9RnBGBiYAcGAPzRP2vQMy9skHrI069ZGthQ8UhrfNMbfsmOyYes_FyBWwe6GTSzg=s88-c-k-c0x00ffffff-no-rj,False,False,1781073376.490662
UgyPYOft4wGDh016mX54AaABAg,"kami tidak menyalahkan semua polisi, hanya para oknum dari polisi yang menyemprotkan gas air mata ke penonton di tribun yang tidak turun ke lapangan, mengapa?? agar penonton yg turun ke lapangan tidak semakin banyakk?? tapi mengapa gas air mata yang di gunakan sudah kadaluarsa?. dan kenapa pintu di tribun saat itu di kunci,padahal waktu itu banyak suporter yang menumpuk ingin keluar, sedangkan yang menjaga pintu itu adalah pihak panitia dan polisi. yang harus di usut sebenarnya menurut sudut pandang saya, suporter yang memulai turun pertama kali ke lapangan dan memicu ke anarkisan, polisi yang menggunakan gas air mata, official yang tidak becus mengurus fasilitas stadion. 135+ never forget 🙏🙏",7 days ago,@DzaKi-ev8dw,UCMNA6GuzQwkjXGpodu61j1A,1,,https://yt3.ggpht.com/ytc/AIdro_nsY7Wz66Qkthpw8X7S-QjH6rLsZ8W4MCt8yLMHraVlOilDEr_euLO-DWFfReOv4gst5w=s88-c-k-c0x00ffffff-no-rj,False,False,1781073376.492096
Ugx6FmAJ7UYSyCciHHN4AaABAg,Pemain persebaya meludahi logo arema,12 days ago,@DanuReksa,UCM3BcMW5N9fp7nox-eZ5MWw,0,,https://yt3.ggpht.com/ytc/AIdro_n6uXwQUZQrJSqgJ6ZF2m7yPyU86vA2cV06lZe_vIJ30N0POsPL-swpaX5qoZBX-P1M2A=s88-c-k-c0x00ffffff-no-rj,False,False,1780641376.493601
UgxAMpmZhbG2_oPo6Jd4AaABAg,AREMA MATEKAN,2 weeks ago,@AldiputraRamadhani-s3z,UChIa0Ehy3pVvo_aRjT6KAMg,1,,https://yt3.ggpht.com/97rj54eyYA6f30EBtQx2zxL956zknuoP1ZiR0uYocTl_3wW4btOo2lq6RfdbPVHDkFTFAOrRFQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.49506
Ugy_5vCQG_UW0pHlJV94AaABAg,"pas delok Andika omong Persebaya""...yoalah cak atimu ijo nyelll✊",2 weeks ago,@RegaelBarapril,UCIbS0fppyQfIB5qLPzQohMA,2,,https://yt3.ggpht.com/ytc/AIdro_nda3NuW4HXFz11TFja6elUTDgEB9wuwjLWBcCho3VqWai3G3DxOL09_d1cje349l3kKw=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.496516
UgyQq2j9PxzACnZ2ljR4AaABAg,"Iseng muncul di beranda yt ,sebagai orang awam tidak mengerti bola,mendukung sewajarnya mau menang kalah hal itu sudah biasa terjadi di pertandingan apapun tidak harus sepak bola, jgn terlalu Fanatik karena akan kearah Negatif jika team yang di dukungnya kalah",2 weeks ago,@YanzzGaming-l4g,UCUVwOiVDkP05ZemlKthxsBg,0,,https://yt3.ggpht.com/ytc/AIdro_mcs__G4H9RxC8KlIb9zOmDFpOfY98OOHgbxjIKe3oyGvIH2hZmefgkOtHLuLWIC4IWQw=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.497965
UgzCpSO9wiSFLR8KDup4AaABAg,"Sebenarnya kalo tidak ada hukum HAM!!!! Polisi berhak sudah untuk menembak mereka,karna sudah mengancam nyawa dan melakukan penyerangan",2 weeks ago,@surabayabanyuwangi3310,UCbdGIzfxK12nDcMB1Od6mZQ,0,,https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.499416
Ugx-cnHbM61UBXE6zTB4AaABAg,Hadehh kopros aremaa😂,2 weeks ago,@Adam3452-h6r,UCk6HEgABn6Q7mA58E35BJ8g,2,,https://yt3.ggpht.com/ytc/AIdro_nmtsXDHjV3vsi3WJxNLeR6_m62bNa4V324lnRtnFy0u-rpS5RDcRIx863T-hajBZ4JOA=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.500869
UgwHpCLr19XOjbBa8ct4AaABAg,"Yang ingat kejadian arema waktu masih main diG10N sama persis sama kejadian yang ini cuma dulu belum ada sosmed aja jadi gak bisa seviral sekarang, dan lebih parah Arema waktu dulu daripada Persebaya yang ini sampe kaca bus pecah batu,bambu masuk kedalam bus gak pake Barakuda kaya Persebaya sekarang",2 weeks ago (edited),@ClipperNgasall,UCludATuFPSW-0RPt8lNL4Sw,0,1,https://yt3.ggpht.com/zNsb0LezrPufXBnhdWjesJDWEtvZMXmlv8JXOD0hC6HgXl5Cb9SykcrasP4kABfYXZ0u2NJx=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.502322
UgyTLXhZeoHuNwKjg_R4AaABAg,AREMANIA SAMPAH,2 weeks ago,@aryadzaky8226,UCGDPGETBCg0FDxHEhZIcttA,0,,https://yt3.ggpht.com/ytc/AIdro_mMKxWkyOV52_RzexHlgjMcnadw2RiGVpxeiGSkmzbjbA=s88-c-k-c0x00ffffff-no-rj,False,False,1780468576.503756
UgyV4oTmGwo1-11ya_d4AaABAg,"Sudah 3tahun berjalan
Baru nyempetin liat
Geram banget
Bangsat banget aremania itu ya
Pertaruhan hidup dan mati offical persebaya untuk pulang ke Surabaya lagi

Disisi lain mereka mencari pembenaran dengan menyalahkan polisi menggunakan gas air mata 😢",3 weeks ago,@ard2525-x1y,UC1NPHX_EImIs6pGwwAZ2Yrw,0,,https://yt3.ggpht.com/ytc/AIdro_meYAh6NPkc3qZ9RQbztfozX2jknUqc69hcasQTLZa7CCWY6MHmzRI1I6I59gYFhEiQXA=s88-c-k-c0x00ffffff-no-rj,False,False,1779863776.505187
Ugyb8F2EzoHwOTNtHM54AaABAg,"Arema "" playing victim pie anak buahmu pil sumpil",3 weeks ago,@surabayabanyuwangi3310,UCbdGIzfxK12nDcMB1Od6mZQ,1,,https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,False,False,1779863776.506703
UgxNmRkRfZeUreKLzs14AaABAg,1:25:40 HARUSE MATI TEMENAN HAHAHA,3 weeks ago,@anggirizaldi8827,UC5bZch2jV_hGpbh2TcIl9vA,0,1,https://yt3.ggpht.com/ytc/AIdro_lIAcIDGH5l9z08VFdCEZi4RUK4a6s8HH-byiCmnAwhm3c=s88-c-k-c0x00ffffff-no-rj,False,False,1779863776.508151
UgwXofGpfMKN7I6lQhd4AaABAg,2026 masih nonton tragedi yg diswbabkan ulah suporfer arema,3 weeks ago,@ahchanel1194,UCsDIiPLFTFLwDmItDIySpNA,0,,https://yt3.ggpht.com/ytc/AIdro_nE6TUksZY_-R8ISD2YlXM2yE-zgSbTDSoJGE02TiNNFg=s88-c-k-c0x00ffffff-no-rj,False,False,1779863776.509716
UgwicM-F1isN5TluQVt4AaABAg.AXvGMFvfXkpAY688OrdK-0,"lah pemaine persebaya sampe dikejar aremania sing mudun yo cekne diredam Yo polisine terpaksa Nguncali gas air mata lah, lek gak sampe ngejar gak mungkin ngejar yopo se",1 day ago,@Muchammad7772,UCeu8xlK3hKJ8_VMJnHvf2EA,0,,https://yt3.ggpht.com/ytc/AIdro_mZ5lc_i1h56pQLYPEJZtsaI7fiLsDOUs-f29AmOkEQStX391GeuIaUOwS6ZWNznVbb5A=s88-c-k-c0x00ffffff-no-rj,False,True,1781591776.668935
UgwHpCLr19XOjbBa8ct4AaABAg.AXLIGmIMktGAXQzUZyYr3S,apakah ada pemain Arema yang jadi korban serangan supporter Persebaya seperti apa yang terjadi pada Nurkiman pemain Persebaya yg buta mata sebelah karena lemparan Aremania ?,2 weeks ago,@zeezeee03,UCFV2z7D33OZsF5NQ1lLKG7w,1,,https://yt3.ggpht.com/M5_Gg30X3776r9B647qJG1ASnVwkuDhvpzrugWfs3UUmt0s_42dVwrckad9UwjAbxIBFyz3h=s88-c-k-c0x00ffffff-no-rj,False,True,1780468576.814671
UgxNmRkRfZeUreKLzs14AaABAg.AX8wUzq7xxJAXQzY7TJuLO,makane urusan 135+ gak mari-mari 😂,2 weeks ago,@zeezeee03,UCFV2z7D33OZsF5NQ1lLKG7w,1,,https://yt3.ggpht.com/M5_Gg30X3776r9B647qJG1ASnVwkuDhvpzrugWfs3UUmt0s_42dVwrckad9UwjAbxIBFyz3h=s88-c-k-c0x00ffffff-no-rj,False,True,1780468576.951882
UgxGgp_wo-rI5iGHOiR4AaABAg,Ngeri 😢😢😢,4 weeks ago,@miftahulhudda4624,UCivt25QerJC4gSBtDr-pDKA,0,,https://yt3.ggpht.com/txqxSi-kdlqgn0e_kX5bDD8T03xRwzZ3BTXPtqYc7Qwqz8Aaj_yG_rtQpwJ1-C1dGQ_MO-c_Rg=s88-c-k-c0x00ffffff-no-rj,False,False,1779258977.161505
UgynPJ63ULuk-BYpH8t4AaABAg,SDM SDM😂,4 weeks ago,@diazfikar9945,UCEYVoMZQHOW-RqC15h_4Bug,1,1,https://yt3.ggpht.com/ytc/AIdro_nd9CUTH_vUS6yLFfCh_EH5NHiIQaskwp1Eiz_BGHeJdhT6LRhIGrQvmGbeGa18USPkig=s88-c-k-c0x00ffffff-no-rj,False,False,1779258977.163628
UgxHGGDvqfWv9HQwevB4AaABAg,"Wahai Aremania bagaimana tanggapanmu tentang video diatas? masihkah anda tidak berkaca? masihkah anda menebar kebencian.. Jika anda masih waras, mustinya anda semua wahai Aremania instropeksi diri. Liga terhenti gara2 anda, larangan suporter away juga gara2 anda. Namun sampai kini kelakuanmu sama saja dan tak pernah berubah! Masih saja menghujat, dan mencaci maki. Sungguh tabiat yg memalukan..",4 weeks ago,@decksist,UCb314Pni8NAW3hlY34zW9Dw,0,,https://yt3.ggpht.com/9JHatSJNNFBdq7gj3DdXAQuLNHyBXoq71MojdtXL7VtM2a4didwGhRPk7CdUsqg2GdcERkAE3Q=s88-c-k-c0x00ffffff-no-rj,False,False,1779258977.165541
Ugy1tWfEusov1SKDOC94AaABAg,Sedih rasanya liat video ini,1 month ago,@BadrudinAtep,UCPkNGDMcR36hdJVUsDMFPFQ,0,,https://yt3.ggpht.com/ytc/AIdro_k2Z6xibrg89ceTOo7QwIhmWgTtrF_4kXgPI5mFtPQPS_pSZElk3qsj1WdP_NCQ-9WqQw=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.168373
UgxxarQIeId1AuEx82F4AaABAg,"Dah kalah ga terima, to lol²😂",1 month ago,@MOCHDZAKIA,UCaTsUt4vGhgVPfdKCCoJV0Q,2,,https://yt3.ggpht.com/_vG1ESokE0V1VqE-4gKtC6CUE_EZ2hg31WcaZpoIOdQIhGPK57AVFhFyf91zjQIU9q4OnQdIMpQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.171102
UgzgxupclRVxWm-WxlZ4AaABAg,"SAKSI SEJARAH , SUPORTER YG MERASA HEBAT DAN MERASA TERDZALIMI... SUNGGUH MIRIS.... SEJARAH DAN VIDEO INI AKAN MEMBUKTIKAN KE GENERASI BERIKUTNYA, SIAPA SEBENARNYA KALIAN DI INDONESIA INI.... PECUNDANG 👎",1 month ago,@herikiswanto5630,UCOZJt35744AJ4MR5A6qTkyg,1,,https://yt3.ggpht.com/JRQnzzIIUtej6KyG9kUDmONPYqvoxA54bl7wYawEKQIQnIi5uUIOR9B18kSaJBm5QjW3-1tH6A=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.173924
UgyTL7702rrVKygcdxZ4AaABAg,suporter kampungan 😊,1 month ago,@SalmanAlfarizi-g7m7j,UCLYZ6tLlA2KdIVLHmrxCyuQ,0,,https://yt3.ggpht.com/ytc/AIdro_lA7jr0LZvBQFLmBc7jijnVjyoazsJEdCveoYk4bFvSLqy3mJRIVzhAwp7IKIkTOUTl9A=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.176717
UgxrCtYHW-g8fCRPqR14AaABAg,"Semoga ini menjadi pelajaran buat semuanya. 
Rivalitas & Fanatik itu boleh tapi cukup 90 menit di dalam lapangan.",1 month ago,@AdeWisnu-f4y,UC5eIYZ-vTqXEb2wJCtC5hEA,0,,https://yt3.ggpht.com/fb4owDA0Rn2pXQQYwI4E-uijss2ZMxoBW2nJXwIkHVDqnG6ZI5lnsbgW1vCrIy0fKb7HqiYZ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.179313
Ugx9gsYYjeEytgItWIx4AaABAg,aremania baabiiii,1 month ago,@asoy1905,UC2GwPkwDIRDWk3aVxiOG_rA,1,,https://yt3.ggpht.com/ytc/AIdro_nusKmZATTFepe_OlKa8JyO-6iYOa1X47MpI9Y2RzmxHnb3yNgJRjgNAhXoZlMjqL8eQA=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.181912
Ugy7D3XsTOrQ2xaaQi94AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,0,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.184324
UgyodHyxXX7fxMjwV014AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,0,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.186845
UgwUL499fseYT3MuTqx4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,0,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.189265
UgzEYypVNfVVqLN5caN4AaABAg,mulut mu harimau mu,1 month ago,@candraprasetiawan3673,UC3v-bBZhpDOZhIige3kiwKg,0,,https://yt3.ggpht.com/c5QwgedXHywUXYpaDnw_51wOn4Mkotxi5Q4_w4KD7iK7QFXegGobD--ECtBmk7JVPzuNis3b=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.191891
UgzRkvgpCOLI8P55Y3B4AaABAg,2026 Arematian JD arwah gaentayangan😂,1 month ago,@caripulsa222,UCHhGqSfSq4IqdhX0nsXArcg,0,,https://yt3.ggpht.com/n8E6VF34M_cPyXYObmP1njKTPugEJs4otYFLvNskIvaiH1krL0aCnAoOXMn5Ym-af9P_9GXG=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.194406
Ugw-LylxCeOpQ2TNKd54AaABAg,"wkwkwk arematian 😝😝🖕🖕🖕
kalah kok ngamuk mirip bedes ae 😂😂😂",1 month ago,@probster2727,UCeXdX0PTEpIZnNthLEhi-jA,1,,https://yt3.ggpht.com/ytc/AIdro_kPnWgPdaEneGRS_lHThnRi4WowEiydFJHvz_TIJ-uZt0uKxLt_qjIlJRs-UBamd5r2HA=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.196919
Ugyqv7kN7Wgawvf6trJ4AaABAg,Ada spanduk yang berkibar di tribun yg bertuliskan (KIAMAT MU DI MALANG) ingat ya ucapan itu adalah do'a,1 month ago,@RosiVhakenzo,UCR9BAhrNcn7pfCpoQfaMrTg,0,,https://yt3.ggpht.com/TO5oLQYwlm3-DxvwDCQGxqmHx6PtVJaF9fW8NcThxnRBmU1n4Qaa30JOgwZmO05JJNsZe5u30g=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.199437
Ugwp8ZfRHJO9Hq-7SuZ4AaABAg,Wes bongko 135 gak kapok...SOKOR GAK BOLO mu BONGKO,1 month ago,@lorenzojorge7937,UCaI02MXOmq1LUkqc2CmG7Mg,0,,https://yt3.ggpht.com/ytc/AIdro_n8itgRoCCAqnliXJEBfexLu-f1BXR-pgL478FU5Qc=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.202072
Ugz3K-TinqGtA6mRRTx4AaABAg,Dan sekarang 2026 malah arema kalah 0_4😢 bayangkan main di kanjuruan lg,1 month ago,@ytcalonbapak8959,UCe87N0pMmy-9eiETMu8HwIQ,0,,https://yt3.ggpht.com/QxirK49Z2s_swofnV5JO4ePcJBY4CNCBJyl8TjQTO0KSJS8Pp1lystCOwT5iIp8ZbfO7EUeq8A=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.204538
Ugw3ozvS-vCy0SZailB4AaABAg,polisi yg bawa AK untung peluru tajamnya ga ditembakkan ya allah..,1 month ago,@nugrahanagristiadiputro4904,UCeuMZLhPGGsG-wYSoDp1MEA,0,,https://yt3.ggpht.com/ogctuwjedprtwstRtdGRGRBkmVViFBwrXm8R1PHjuqVLAwa0Mk80TIAgcQdtpK0F_mfEw68h=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.207024
UgwLSFFGSw67ODag6wJ4AaABAg,Playing victim banget dia yg bikin rusuh dia yg merasa di sakitin,1 month ago,@se-harihari4589,UCpfo0le_qghB6yps4MiYTqw,0,,https://yt3.ggpht.com/ytc/AIdro_mZfGy7avsr_yzzxW-RpYT5IjLW5kwYVveU_P9yFzRFJg=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.209646
UgynPJ63ULuk-BYpH8t4AaABAg.AWzKPVwC2edAXsWGgFsOd0,😂😂😂,6 days ago,@miftachulhuda-t6w,UCoDmXot1viVmZqpNpFKS52w,0,,https://yt3.ggpht.com/ytc/AIdro_nn_gfmkVOesEgb6oab6LW5iSakSmlP6V8cyoGqatnK1rD75MmkpgLpVlllyAIAGhvexQ=s88-c-k-c0x00ffffff-no-rj,False,True,1781159777.352322
UgwRuPjUOrKunyN7GmJ4AaABAg,"Memang kalo melihat dari pihak terinjak dan salah sasaran tembak gas air mata polisi yg salah, tapi kalo dari pihak Arema yaa kalian liat sendiri😢mereka yg memulai",1 month ago,@Laksdwi138,UCY2lOfm80Rs-0JjnYiw661g,1,,https://yt3.ggpht.com/_WkQL2MPvA52QJeNjNwNIxirCoshkraSl2pdZONmlGoN_qPNrFQpYWk3vaEvKRcvh6N-RyrI=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.557864
UgyOqasqTPyCvFtH1SR4AaABAg,"Alhamdulillah..bongko akeh 135 .modiiaarrr.
sesuai sama kelakuannya.",1 month ago (edited),@andre_alee,UCjTHFP9ga10Fx7jcq92ko7A,0,,https://yt3.ggpht.com/ytc/AIdro_l5LLkTg-D-orAjIv3QnONs9TM45y_AotBXm2mRPRn4eltxYktPs1EaE6EeEfGMXSfLHQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.560824
UgwBXym1R9TIl5aO6-V4AaABAg,"Aku baru nonton jol 😢 nyong asli majenang cilacap 2x mbonek ng GBT, semoga nyong bisa mbonek maning 🐊💚",1 month ago,@dianahadnian1925,UCGHyD4Bl7BgbwLdydfRhS1A,0,,https://yt3.ggpht.com/ytc/AIdro_mdThiVxuZ7ux9lB_Zo5z6zRm3meolwgl30eXfXbrB2Zxc=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.563294
Ugwv86luYp-ObI9Z5eh4AaABAg,"Aku isin ndelok supotter e tim ku sek bocah"", seng gampang menyelesaikan masalah dengan kekerasan",1 month ago,@sonmin3527,UCkzovA9zeIjqQos8osuByqw,1,,https://yt3.ggpht.com/ERInMPjuFiJM0q0mu1zltheIbozW5sivhxoyknfwHOo7l06Kk3jheMrBVcoItB7RG7BQDFc8BA=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.565592
Ugxf2bAd9ATboHx5Uqh4AaABAg,Aku menonton sudah ke 10 x nya yang saya ambil hikmah adalah sungguh jahat dan merusak sifat fanatik tanpa berpikir positif.,1 month ago (edited),@Stopstroomilegal,UCXLMkDlGOlsCmtMRlhifUIg,1,,https://yt3.ggpht.com/T_UTTBfHsF6OeGLYfUAruR1exI9QI8H3nAiNTMSKPStUfT7iCjOHOtFU2bGq201ewuzsKV-ymw=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.567747
Ugwh4iGVr54-TAxf7SN4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.569834
UgxMKMuuvxemFZnOQSV4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.571799
UgyFGUEc2ZDQqwwgtJV4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.573731
Ugz2QMkvAToj8lxRf6B4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.575703
Ugxk_f5XqFZueznzZtt4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.577603
UgyWHdO2YX3bwg_qye94AaABAg,up,1 month ago,@nardiwulung232,UC2x98Er0QmjZ16366PGxS8Q,1,,https://yt3.ggpht.com/ytc/AIdro_kfOXIxlJLqFJ1NtDuF2U-k4HD0Bsvd3RYYdEsWd264c5G4=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.579509
UgztUIv74DnfOP8EEaZ4AaABAg,SDM (Sumber Daya Monyet),1 month ago,@zulfianmisbachulfirdaus633,UCzaF67aPCl6r7jguwmxvEIQ,1,,https://yt3.ggpht.com/Wrul4lRq7ooXJKT2Y997MBLe4j4QXrA6pOxrHF0ow94RWTjwzpDM8XTD2KE0bIBJKe3_5QqS3Zg=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.581467
UgzvssN_JqTxxicj0_Z4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.583387
UgydkPe__pOVMWOHGC54AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.585308
UgyPtWMEUZhWDRO60tt4AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.587358
UgzMXsjmQv4E45FYmLd4AaABAg,"Musim depan kita juara jol , 💯🎉 amin",1 month ago,@zainalarifin9090,UCtOGYIu4XuJmE5s4IjIF_7w,1,,https://yt3.ggpht.com/ytc/AIdro_mVbB5wd5mFrYJD-p8VboCKGuwFWzn6GQwlZFyLlqA0Eno=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.589666
UgyxBDGDLXTPzl5ik_J4AaABAg,semua gara gara arema,1 month ago,@Afdal-w9r,UCXkC5fjY1hSt-Pi0UIRB55g,2,,https://yt3.ggpht.com/ytc/AIdro_ka_OJb0XNJYDEohFXLN9aw8SQx2wooMyAYwzwnScVwBS5AeOdo4U3-cDL-EXswMyKilw=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.592964
Ugzb_GHpdEbYqviHDZ14AaABAg,Up,1 month ago,@wahyuibrahim8725,UCbYTdzkUoLkTYdo7t9JrRlQ,1,,https://yt3.ggpht.com/ytc/AIdro_mwut6Z7ZgArtXd0YwCUh_sDMrY0qy0_z6F3oPu0PQ=s88-c-k-c0x00ffffff-no-rj,False,False,1778999777.595294
